时间单元,频率单元
170,97
170,98
171,35
171,36
171,37
171,38
171,39
171,40
171,41
171,42
171,43
171,44
171,45
171,46
171,47
171,48
171,49
171,52
171,53
171,54
171,55
171,56
171,57
171,58
171,59
171,60
171,61
171,62
171,63
171,64
171,65
171,66
171,67
171,68
171,69
171,75
171,76
171,77
171,80
171,81
171,82
171,83
171,84
171,85
171,86
171,87
171,88
171,89
171,96
171,97
171,98
172,2
172,3
172,4
172,35
172,36
172,37
172,38
172,39
172,40
172,41
172,42
172,43
172,44
172,45
172,46
172,47
172,48
172,49
172,55
172,56
172,57
172,58
172,59
172,60
172,61
172,62
172,63
172,64
172,65
172,66
172,67
172,68
172,69
172,72
172,73
172,74
172,75
172,76
172,77
172,80
172,81
172,82
172,83
172,84
172,85
172,86
172,87
172,88
172,89
173,2
173,3
173,4
173,11
173,12
173,13
173,20
173,21
173,22
173,35
173,36
173,37
173,38
173,39
173,40
173,41
173,42
173,43
173,44
173,45
173,46
173,47
173,48
173,49
173,72
173,73
173,74
173,80
173,81
173,82
173,83
173,84
173,85
173,86
173,87
173,88
173,89
174,2
174,3
174,4
174,11
174,12
174,13
174,20
174,21
174,22
174,30
174,31
174,32
174,33
174,34
174,35
174,36
174,37
174,38
174,39
174,40
174,41
174,42
174,43
174,44
174,50
174,51
174,52
175,2
175,3
175,4
175,5
175,6
175,7
175,8
175,9
175,10
175,11
175,12
175,13
175,14
175,27
175,28
175,29
175,30
175,31
175,32
175,33
175,34
175,35
175,36
175,37
175,38
175,39
175,40
175,41
175,42
175,43
175,44
175,50
175,51
175,52
175,65
175,66
175,67
175,68
175,69
175,70
175,71
175,72
175,73
175,74
175,75
175,76
175,77
175,93
175,94
175,95
175,96
175,97
175,98
176,2
176,3
176,4
176,5
176,6
176,7
176,8
176,9
176,10
176,11
176,12
176,13
176,14
176,27
176,28
176,29
176,30
176,31
176,32
176,33
176,34
176,35
176,36
176,37
176,38
176,39
176,40
176,41
176,42
176,43
176,44
176,65
176,66
176,67
176,68
176,69
176,70
176,71
176,72
176,73
176,74
176,75
176,76
176,77
176,93
176,94
176,95
176,96
176,97
176,98
177,2
177,3
177,4
177,5
177,6
177,7
177,8
177,9
177,10
177,11
177,12
177,13
177,14
177,46
177,47
177,48
177,65
177,66
177,67
177,68
177,69
177,70
177,71
177,72
177,73
177,74
177,93
177,94
177,95
178,5
178,6
178,7
178,8
178,9
178,10
178,11
178,12
178,13
178,14
178,22
178,23
178,24
178,46
178,47
178,48
178,50
178,51
178,52
178,54
178,55
178,56
178,65
178,66
178,67
178,68
178,69
178,70
178,71
178,72
178,73
178,74
178,93
178,94
178,95
179,5
179,6
179,7
179,8
179,9
179,10
179,11
179,12
179,13
179,14
179,22
179,23
179,24
179,50
179,51
179,52
179,54
179,55
179,56
179,65
179,66
179,67
179,68
179,69
179,70
179,71
179,72
179,73
179,74
180,35
180,36
180,37
180,38
180,39
180,40
180,41
180,42
180,43
180,44
180,45
180,46
180,47
180,48
180,49
180,52
180,53
180,54
180,96
180,97
180,98
181,35
181,36
181,37
181,38
181,39
181,40
181,41
181,42
181,43
181,44
181,45
181,46
181,47
181,48
181,49
181,52
181,53
181,54
181,75
181,76
181,77
181,78
181,79
181,80
181,81
181,82
181,83
181,84
181,85
181,86
181,87
181,88
181,89
181,90
181,91
181,92
181,96
181,97
181,98
182,2
182,3
182,4
182,35
182,36
182,37
182,38
182,39
182,40
182,41
182,42
182,43
182,44
182,45
182,46
182,47
182,48
182,49
182,72
182,73
182,74
182,75
182,76
182,77
182,78
182,79
182,80
182,81
182,82
182,83
182,84
182,85
182,86
182,87
182,88
182,89
182,90
182,91
182,92
183,2
183,3
183,4
183,11
183,12
183,13
183,20
183,21
183,22
183,72
183,73
183,74
183,78
183,79
183,80
183,81
183,82
183,83
183,84
183,85
183,86
183,87
183,88
183,89
183,90
183,91
183,92
184,11
184,12
184,13
184,20
184,21
184,22
184,30
184,31
184,32
184,33
184,34
184,35
184,36
184,37
184,38
184,39
184,40
184,41
184,42
184,43
184,44
184,50
184,51
184,52
185,22
185,23
185,24
185,27
185,28
185,29
185,30
185,31
185,32
185,33
185,34
185,35
185,36
185,37
185,38
185,39
185,40
185,41
185,42
185,43
185,44
185,50
185,51
185,52
185,75
185,76
185,77
185,96
185,97
185,98
186,2
186,3
186,4
186,22
186,23
186,24
186,27
186,28
186,29
186,30
186,31
186,32
186,33
186,34
186,35
186,36
186,37
186,38
186,39
186,40
186,41
186,42
186,43
186,44
186,75
186,76
186,77
186,82
186,83
186,84
186,85
186,86
186,87
186,88
186,89
186,90
186,91
186,96
186,97
186,98
187,2
187,3
187,4
187,46
187,47
187,48
187,82
187,83
187,84
187,85
187,86
187,87
187,88
187,89
187,90
187,91
187,93
187,94
187,95
188,5
188,6
188,7
188,8
188,9
188,10
188,11
188,12
188,13
188,14
188,15
188,16
188,17
188,18
188,19
188,22
188,23
188,24
188,46
188,47
188,48
188,50
188,51
188,52
188,54
188,55
188,56
188,82
188,83
188,84
188,85
188,86
188,87
188,88
188,89
188,90
188,91
188,93
188,94
188,95
189,5
189,6
189,7
189,8
189,9
189,10
189,11
189,12
189,13
189,14
189,15
189,16
189,17
189,18
189,19
189,22
189,23
189,24
189,50
189,51
189,52
189,54
189,55
189,56
189,82
189,83
189,84
189,85
189,86
189,87
189,88
189,89
189,90
189,91
190,5
190,6
190,7
190,8
190,9
190,10
190,11
190,12
190,13
190,14
190,15
190,16
190,17
190,18
190,19
190,52
190,53
190,54
190,82
190,83
190,84
190,85
190,86
190,87
190,88
190,89
190,90
190,91
190,96
190,97
190,98
191,52
191,53
191,54
191,57
191,58
191,59
191,60
191,61
191,62
191,63
191,64
191,65
191,66
191,67
191,68
191,69
191,70
191,71
191,75
191,76
191,77
191,96
191,97
191,98
192,2
192,3
192,4
192,57
192,58
192,59
192,60
192,61
192,62
192,63
192,64
192,65
192,66
192,67
192,68
192,69
192,70
192,71
192,72
192,73
192,74
192,75
192,76
192,77
193,2
193,3
193,4
193,11
193,12
193,13
193,20
193,21
193,22
193,57
193,58
193,59
193,60
193,61
193,62
193,63
193,64
193,65
193,66
193,67
193,68
193,69
193,70
193,71
193,72
193,73
193,74
194,11
194,12
194,13
194,20
194,21
194,22
194,50
194,51
194,52
194,60
194,61
194,62
194,63
194,64
194,65
194,66
194,67
194,68
194,69
195,22
195,23
195,24
195,27
195,28
195,29
195,50
195,51
195,52
195,60
195,61
195,62
195,63
195,64
195,65
195,66
195,67
195,68
195,69
195,96
195,97
195,98
196,2
196,3
196,4
196,22
196,23
196,24
196,27
196,28
196,29
196,60
196,61
196,62
196,63
196,64
196,65
196,66
196,67
196,68
196,69
196,96
196,97
196,98
197,2
197,3
197,4
197,25
197,26
197,27
197,28
197,29
197,30
197,31
197,32
197,33
197,34
197,35
197,36
197,37
197,38
197,39
197,46
197,47
197,48
197,60
197,61
197,62
197,63
197,64
197,65
197,66
197,67
197,68
197,69
197,93
197,94
197,95
198,2
198,3
198,4
198,16
198,17
198,18
198,22
198,23
198,24
198,25
198,26
198,27
198,28
198,29
198,30
198,31
198,32
198,33
198,34
198,35
198,36
198,37
198,38
198,39
198,46
198,47
198,48
198,50
198,51
198,52
198,54
198,55
198,56
198,60
198,61
198,62
198,63
198,64
198,65
198,66
198,67
198,68
198,69
198,78
198,79
198,80
198,81
198,82
198,83
198,84
198,85
198,86
198,87
198,88
198,89
198,90
198,91
198,92
198,93
198,94
198,95
199,2
199,3
199,4
199,16
199,17
199,18
199,22
199,23
199,24
199,25
199,26
199,27
199,28
199,29
199,30
199,31
199,32
199,33
199,34
199,35
199,36
199,37
199,38
199,39
199,50
199,51
199,52
199,54
199,55
199,56
199,78
199,79
199,80
199,81
199,82
199,83
199,84
199,85
199,86
199,87
199,88
199,89
199,90
199,91
199,92
200,52
200,53
200,54
200,78
200,79
200,80
200,81
200,82
200,83
200,84
200,85
200,86
200,87
200,88
200,89
200,90
200,91
200,92
201,52
201,53
201,54
201,75
201,76
201,77
202,2
202,3
202,4
202,50
202,51
202,52
202,57
202,58
202,59
202,60
202,61
202,62
202,63
202,64
202,65
202,66
202,67
202,68
202,69
202,70
202,71
202,72
202,73
202,74
202,75
202,76
202,77
203,2
203,3
203,4
203,11
203,12
203,13
203,20
203,21
203,22
203,50
203,51
203,52
203,57
203,58
203,59
203,60
203,61
203,62
203,63
203,64
203,65
203,66
203,67
203,68
203,69
203,70
203,71
203,72
203,73
203,74
204,11
204,12
204,13
204,20
204,21
204,22
204,50
204,51
204,52
204,57
204,58
204,59
204,60
204,61
204,62
204,63
204,64
204,65
204,66
204,67
204,68
204,69
204,70
204,71
204,93
204,94
204,95
205,22
205,23
205,24
205,27
205,28
205,29
205,30
205,31
205,32
205,33
205,34
205,35
205,36
205,37
205,38
205,39
205,50
205,51
205,52
205,93
205,94
205,95
205,96
205,97
205,98
206,22
206,23
206,24
206,27
206,28
206,29
206,30
206,31
206,32
206,33
206,34
206,35
206,36
206,37
206,38
206,39
206,96
206,97
206,98
207,30
207,31
207,32
207,33
207,34
207,35
207,36
207,37
207,38
207,39
207,46
207,47
207,48
207,93
207,94
207,95
208,2
208,3
208,4
208,16
208,17
208,18
208,22
208,23
208,24
208,30
208,31
208,32
208,33
208,34
208,35
208,36
208,37
208,38
208,39
208,46
208,47
208,48
208,54
208,55
208,56
208,93
208,94
208,95
209,2
209,3
209,4
209,16
209,17
209,18
209,22
209,23
209,24
209,30
209,31
209,32
209,33
209,34
209,35
209,36
209,37
209,38
209,39
209,54
209,55
209,56
210,5
210,6
210,7
210,8
210,9
210,10
210,11
210,12
210,13
210,14
210,15
210,16
210,17
210,18
210,19
210,52
210,53
210,54
211,5
211,6
211,7
211,8
211,9
211,10
211,11
211,12
211,13
211,14
211,15
211,16
211,17
211,18
211,19
211,25
211,26
211,27
211,28
211,29
211,30
211,31
211,32
211,33
211,34
211,52
211,53
211,54
211,75
211,76
211,77
212,2
212,3
212,4
212,5
212,6
212,7
212,8
212,9
212,10
212,11
212,12
212,13
212,14
212,15
212,16
212,17
212,18
212,19
212,25
212,26
212,27
212,28
212,29
212,30
212,31
212,32
212,33
212,34
212,50
212,51
212,52
212,75
212,76
212,77
213,2
213,3
213,4
213,11
213,12
213,13
213,20
213,21
213,22
213,25
213,26
213,27
213,28
213,29
213,30
213,31
213,32
213,33
213,34
213,50
213,51
213,52
213,55
213,56
213,57
213,58
213,59
213,60
213,61
213,62
213,63
213,64
213,65
213,66
213,67
213,68
213,69
213,75
213,76
213,77
214,11
214,12
214,13
214,20
214,21
214,22
214,25
214,26
214,27
214,28
214,29
214,30
214,31
214,32
214,33
214,34
214,35
214,36
214,37
214,38
214,39
214,40
214,41
214,42
214,43
214,44
214,45
214,46
214,47
214,48
214,49
214,50
214,51
214,52
214,55
214,56
214,57
214,58
214,59
214,60
214,61
214,62
214,63
214,64
214,65
214,66
214,67
214,68
214,69
214,75
214,76
214,77
214,93
214,94
214,95
215,22
215,23
215,24
215,25
215,26
215,27
215,28
215,29
215,30
215,31
215,32
215,33
215,34
215,35
215,36
215,37
215,38
215,39
215,40
215,41
215,42
215,43
215,44
215,45
215,46
215,47
215,48
215,49
215,50
215,51
215,52
215,55
215,56
215,57
215,58
215,59
215,60
215,61
215,62
215,63
215,64
215,65
215,66
215,67
215,68
215,69
215,93
215,94
215,95
215,96
215,97
215,98
216,22
216,23
216,24
216,35
216,36
216,37
216,38
216,39
216,40
216,41
216,42
216,43
216,44
216,45
216,46
216,47
216,48
216,49
216,52
216,53
216,54
216,96
216,97
216,98
217,46
217,47
217,48
217,52
217,53
217,54
217,93
217,94
217,95
218,2
218,3
218,4
218,16
218,17
218,18
218,19
218,20
218,21
218,22
218,23
218,24
218,46
218,47
218,48
218,54
218,55
218,56
218,93
218,94
218,95
219,2
219,3
219,4
219,16
219,17
219,18
219,19
219,20
219,21
219,22
219,23
219,24
219,25
219,26
219,27
219,28
219,29
219,30
219,31
219,32
219,33
219,34
219,35
219,36
219,37
219,38
219,39
219,54
219,55
219,56
220,25
220,26
220,27
220,28
220,29
220,30
220,31
220,32
220,33
220,34
220,35
220,36
220,37
220,38
220,39
220,52
220,53
220,54
221,25
221,26
221,27
221,28
221,29
221,30
221,31
221,32
221,33
221,34
221,35
221,36
221,37
221,38
221,39
221,52
221,53
221,54
221,75
221,76
221,77
222,2
222,3
222,4
222,50
222,51
222,52
222,75
222,76
222,77
222,94
222,95
222,96
223,2
223,3
223,4
223,11
223,12
223,13
223,35
223,36
223,37
223,38
223,39
223,40
223,41
223,42
223,43
223,44
223,45
223,46
223,47
223,48
223,49
223,50
223,51
223,52
223,75
223,76
223,77
223,94
223,95
223,96
224,11
224,12
224,13
224,35
224,36
224,37
224,38
224,39
224,40
224,41
224,42
224,43
224,44
224,45
224,46
224,47
224,48
224,49
224,50
224,51
224,52
224,75
224,76
224,77
224,78
224,79
224,80
224,81
224,82
224,83
224,84
224,85
224,86
224,87
224,88
224,89
224,90
224,91
224,92
224,93
224,94
224,95
225,22
225,23
225,24
225,35
225,36
225,37
225,38
225,39
225,40
225,41
225,42
225,43
225,44
225,45
225,46
225,47
225,48
225,49
225,50
225,51
225,52
225,78
225,79
225,80
225,81
225,82
225,83
225,84
225,85
225,86
225,87
225,88
225,89
225,90
225,91
225,92
225,93
225,94
225,95
225,96
225,97
225,98
226,22
226,23
226,24
226,52
226,53
226,54
226,78
226,79
226,80
226,81
226,82
226,83
226,84
226,85
226,86
226,87
226,88
226,89
226,90
226,91
226,92
226,96
226,97
226,98
227,30
227,31
227,32
227,33
227,34
227,35
227,36
227,37
227,38
227,39
227,40
227,41
227,42
227,43
227,44
227,46
227,47
227,48
227,52
227,53
227,54
227,93
227,94
227,95
228,2
228,3
228,4
228,16
228,17
228,18
228,19
228,20
228,21
228,22
228,23
228,24
228,30
228,31
228,32
228,33
228,34
228,35
228,36
228,37
228,38
228,39
228,40
228,41
228,42
228,43
228,44
228,46
228,47
228,48
228,54
228,55
228,56
228,62
228,63
228,64
228,65
228,66
228,67
228,68
228,69
228,70
228,71
228,93
228,94
228,95
229,2
229,3
229,4
229,16
229,17
229,18
229,19
229,20
229,21
229,22
229,23
229,24
229,30
229,31
229,32
229,33
229,34
229,35
229,36
229,37
229,38
229,39
229,40
229,41
229,42
229,43
229,44
229,54
229,55
229,56
229,62
229,63
229,64
229,65
229,66
229,67
229,68
229,69
229,70
229,71
230,35
230,36
230,37
230,38
230,39
230,40
230,41
230,42
230,43
230,44
230,52
230,53
230,54
230,62
230,63
230,64
230,65
230,66
230,67
230,68
230,69
230,70
230,71
231,35
231,36
231,37
231,38
231,39
231,40
231,41
231,42
231,43
231,44
231,52
231,53
231,54
231,62
231,63
231,64
231,65
231,66
231,67
231,68
231,69
231,70
231,71
231,75
231,76
231,77
232,2
232,3
232,4
232,35
232,36
232,37
232,38
232,39
232,40
232,41
232,42
232,43
232,44
232,50
232,51
232,52
232,62
232,63
232,64
232,65
232,66
232,67
232,68
232,69
232,70
232,71
232,75
232,76
232,77
232,94
232,95
232,96
233,2
233,3
233,4
233,11
233,12
233,13
233,35
233,36
233,37
233,38
233,39
233,40
233,41
233,42
233,43
233,44
233,50
233,51
233,52
233,75
233,76
233,77
233,94
233,95
233,96
234,11
234,12
234,13
234,35
234,36
234,37
234,38
234,39
234,40
234,41
234,42
234,43
234,44
234,75
234,76
234,77
234,93
234,94
234,95
235,22
235,23
235,24
235,78
235,79
235,80
235,81
235,82
235,83
235,84
235,85
235,86
235,87
235,88
235,89
235,90
235,91
235,92
235,93
235,94
235,95
235,96
235,97
235,98
236,22
236,23
236,24
236,52
236,53
236,54
236,78
236,79
236,80
236,81
236,82
236,83
236,84
236,85
236,86
236,87
236,88
236,89
236,90
236,91
236,92
236,96
236,97
236,98
237,46
237,47
237,48
237,52
237,53
237,54
237,78
237,79
237,80
237,81
237,82
237,83
237,84
237,85
237,86
237,87
237,88
237,89
237,90
237,91
237,92
237,93
237,94
237,95
238,2
238,3
238,4
238,16
238,17
238,18
238,19
238,20
238,21
238,22
238,23
238,24
238,46
238,47
238,48
238,54
238,55
238,56
238,93
238,94
238,95
239,2
239,3
239,4
239,16
239,17
239,18
239,19
239,20
239,21
239,22
239,23
239,24
239,54
239,55
239,56
240,25
240,26
240,27
240,28
240,29
240,30
240,31
240,32
240,33
240,34
240,35
240,36
240,37
240,38
240,39
240,52
240,53
240,54
240,65
240,66
240,67
240,68
240,69
240,70
240,71
240,72
240,73
240,74
241,25
241,26
241,27
241,28
241,29
241,30
241,31
241,32
241,33
241,34
241,35
241,36
241,37
241,38
241,39
241,52
241,53
241,54
241,65
241,66
241,67
241,68
241,69
241,70
241,71
241,72
241,73
241,74
241,75
241,76
241,77
241,78
241,79
241,80
241,81
241,82
241,83
241,84
241,85
241,86
241,87
241,88
241,89
241,90
241,91
241,92
242,2
242,3
242,4
242,25
242,26
242,27
242,28
242,29
242,30
242,31
242,32
242,33
242,34
242,35
242,36
242,37
242,38
242,39
242,50
242,51
242,52
242,65
242,66
242,67
242,68
242,69
242,70
242,71
242,72
242,73
242,74
242,75
242,76
242,77
242,78
242,79
242,80
242,81
242,82
242,83
242,84
242,85
242,86
242,87
242,88
242,89
242,90
242,91
242,92
242,94
242,95
242,96
243,2
243,3
243,4
243,11
243,12
243,13
243,50
243,51
243,52
243,65
243,66
243,67
243,68
243,69
243,70
243,71
243,72
243,73
243,74
243,75
243,76
243,77
243,78
243,79
243,80
243,81
243,82
243,83
243,84
243,85
243,86
243,87
243,88
243,89
243,90
243,91
243,92
243,94
243,95
243,96
244,11
244,12
244,13
244,65
244,66
244,67
244,68
244,69
244,70
244,71
244,72
244,73
244,74
244,75
244,76
244,77
244,93
244,94
244,95
245,22
245,23
245,24
245,57
245,58
245,59
245,60
245,61
245,62
245,63
245,64
245,65
245,66
245,67
245,68
245,69
245,70
245,71
245,93
245,94
245,95
246,22
246,23
246,24
246,52
246,53
246,54
246,57
246,58
246,59
246,60
246,61
246,62
246,63
246,64
246,65
246,66
246,67
246,68
246,69
246,70
246,71
246,96
246,97
246,98
247,46
247,47
247,48
247,52
247,53
247,54
247,57
247,58
247,59
247,60
247,61
247,62
247,63
247,64
247,65
247,66
247,67
247,68
247,69
247,70
247,71
247,93
247,94
247,95
247,96
247,97
247,98
248,2
248,3
248,4
248,16
248,17
248,18
248,19
248,20
248,21
248,22
248,23
248,24
248,46
248,47
248,48
248,93
248,94
248,95
249,2
249,3
249,4
249,16
249,17
249,18
249,19
249,20
249,21
249,22
249,23
249,24
250,52
250,53
250,54
250,72
250,73
250,74
251,52
251,53
251,54
251,72
251,73
251,74
251,75
251,76
251,77
251,82
251,83
251,84
251,85
251,86
251,87
251,88
251,89
251,90
251,91
252,2
252,3
252,4
252,50
252,51
252,52
252,72
252,73
252,74
252,75
252,76
252,77
252,82
252,83
252,84
252,85
252,86
252,87
252,88
252,89
252,90
252,91
252,94
252,95
252,96
253,2
253,3
253,4
253,5
253,6
253,7
253,8
253,9
253,10
253,11
253,12
253,13
253,14
253,15
253,16
253,17
253,18
253,19
253,50
253,51
253,52
253,72
253,73
253,74
253,75
253,76
253,77
253,82
253,83
253,84
253,85
253,86
253,87
253,88
253,89
253,90
253,91
253,94
253,95
253,96
254,5
254,6
254,7
254,8
254,9
254,10
254,11
254,12
254,13
254,14
254,15
254,16
254,17
254,18
254,19
254,75
254,76
254,77
254,82
254,83
254,84
254,85
254,86
254,87
254,88
254,89
254,90
254,91
254,93
254,94
254,95
255,5
255,6
255,7
255,8
255,9
255,10
255,11
255,12
255,13
255,14
255,15
255,16
255,17
255,18
255,19
255,22
255,23
255,24
255,82
255,83
255,84
255,85
255,86
255,87
255,88
255,89
255,90
255,91
255,93
255,94
255,95
256,22
256,23
256,24
256,52
256,53
256,54
256,55
256,56
256,57
256,58
256,59
256,60
256,61
256,62
256,63
256,64
256,65
256,66
256,67
256,68
256,69
256,96
256,97
256,98
257,46
257,47
257,48
257,52
257,53
257,54
257,55
257,56
257,57
257,58
257,59
257,60
257,61
257,62
257,63
257,64
257,65
257,66
257,67
257,68
257,69
257,93
257,94
257,95
257,96
257,97
257,98
258,2
258,3
258,4
258,16
258,17
258,18
258,19
258,20
258,21
258,22
258,23
258,24
258,46
258,47
258,48
258,55
258,56
258,57
258,58
258,59
258,60
258,61
258,62
258,63
258,64
258,65
258,66
258,67
258,68
258,69
258,93
258,94
258,95
259,2
259,3
259,4
259,16
259,17
259,18
259,19
259,20
259,21
259,22
259,23
259,24
259,60
259,61
259,62
259,63
259,64
259,65
259,66
259,67
259,68
259,69
260,52
260,53
260,54
260,60
260,61
260,62
260,63
260,64
260,65
260,66
260,67
260,68
260,69
260,72
260,73
260,74
261,52
261,53
261,54
261,60
261,61
261,62
261,63
261,64
261,65
261,66
261,67
261,68
261,69
261,72
261,73
261,74
261,75
261,76
261,77
262,2
262,3
262,4
262,25
262,26
262,27
262,28
262,29
262,30
262,31
262,32
262,33
262,34
262,35
262,36
262,37
262,38
262,39
262,50
262,51
262,52
262,60
262,61
262,62
262,63
262,64
262,65
262,66
262,67
262,68
262,69
262,72
262,73
262,74
262,75
262,76
262,77
262,94
262,95
262,96
263,2
263,3
263,4
263,16
263,17
263,18
263,25
263,26
263,27
263,28
263,29
263,30
263,31
263,32
263,33
263,34
263,35
263,36
263,37
263,38
263,39
263,50
263,51
263,52
263,60
263,61
263,62
263,63
263,64
263,65
263,66
263,67
263,68
263,69
263,72
263,73
263,74
263,75
263,76
263,77
263,94
263,95
263,96
264,16
264,17
264,18
264,25
264,26
264,27
264,28
264,29
264,30
264,31
264,32
264,33
264,34
264,35
264,36
264,37
264,38
264,39
264,46
264,47
264,48
264,75
264,76
264,77
264,93
264,94
264,95
265,22
265,23
265,24
265,25
265,26
265,27
265,28
265,29
265,30
265,31
265,32
265,33
265,34
265,46
265,47
265,48
265,93
265,94
265,95
266,22
266,23
266,24
266,25
266,26
266,27
266,28
266,29
266,30
266,31
266,32
266,33
266,34
266,35
266,36
266,37
266,38
266,39
266,40
266,41
266,42
266,43
266,44
266,45
266,46
266,47
266,48
266,49
266,52
266,53
266,54
266,96
266,97
266,98
267,25
267,26
267,27
267,28
267,29
267,30
267,31
267,32
267,33
267,34
267,35
267,36
267,37
267,38
267,39
267,40
267,41
267,42
267,43
267,44
267,45
267,46
267,47
267,48
267,49
267,52
267,53
267,54
267,96
267,97
267,98
268,2
268,3
268,4
268,16
268,17
268,18
268,19
268,20
268,21
268,22
268,23
268,24
268,25
268,26
268,27
268,28
268,29
268,30
268,31
268,32
268,33
268,34
268,35
268,36
268,37
268,38
268,39
268,40
268,41
268,42
268,43
268,44
268,45
268,46
268,47
268,48
268,49
268,94
268,95
268,96
269,2
269,3
269,4
269,16
269,17
269,18
269,19
269,20
269,21
269,22
269,23
269,24
269,25
269,26
269,27
269,28
269,29
269,30
269,31
269,32
269,33
269,34
269,94
269,95
269,96
270,22
270,23
270,24
270,30
270,31
270,32
270,33
270,34
270,35
270,36
270,37
270,38
270,39
270,40
270,41
270,42
270,43
270,44
270,72
270,73
270,74
271,22
271,23
271,24
271,30
271,31
271,32
271,33
271,34
271,35
271,36
271,37
271,38
271,39
271,40
271,41
271,42
271,43
271,44
271,72
271,73
271,74
271,75
271,76
271,77
272,2
272,3
272,4
272,30
272,31
272,32
272,33
272,34
272,35
272,36
272,37
272,38
272,39
272,40
272,41
272,42
272,43
272,44
272,47
272,48
272,49
272,50
272,51
272,52
272,60
272,61
272,62
272,63
272,64
272,65
272,66
272,67
272,68
272,69
272,72
272,73
272,74
272,75
272,76
272,77
272,94
272,95
272,96
273,2
273,3
273,4
273,16
273,17
273,18
273,47
273,48
273,49
273,50
273,51
273,52
273,60
273,61
273,62
273,63
273,64
273,65
273,66
273,67
273,68
273,69
273,72
273,73
273,74
273,75
273,76
273,77
273,94
273,95
273,96
274,16
274,17
274,18
274,46
274,47
274,48
274,60
274,61
274,62
274,63
274,64
274,65
274,66
274,67
274,68
274,69
274,75
274,76
274,77
274,93
274,94
274,95
275,22
275,23
275,24
275,46
275,47
275,48
275,60
275,61
275,62
275,63
275,64
275,65
275,66
275,67
275,68
275,69
275,93
275,94
275,95
276,22
276,23
276,24
276,25
276,26
276,27
276,28
276,29
276,30
276,31
276,32
276,33
276,34
276,52
276,53
276,54
276,60
276,61
276,62
276,63
276,64
276,65
276,66
276,67
276,68
276,69
276,96
276,97
276,98
277,25
277,26
277,27
277,28
277,29
277,30
277,31
277,32
277,33
277,34
277,52
277,53
277,54
277,96
277,97
277,98
278,2
278,3
278,4
278,16
278,17
278,18
278,19
278,20
278,21
278,22
278,23
278,24
278,25
278,26
278,27
278,28
278,29
278,30
278,31
278,32
278,33
278,34
278,78
278,79
278,80
278,81
278,82
278,83
278,84
278,85
278,86
278,87
278,88
278,89
278,90
278,91
278,92
278,94
278,95
278,96
279,2
279,3
279,4
279,16
279,17
279,18
279,19
279,20
279,21
279,22
279,23
279,24
279,25
279,26
279,27
279,28
279,29
279,30
279,31
279,32
279,33
279,34
279,78
279,79
279,80
279,81
279,82
279,83
279,84
279,85
279,86
279,87
279,88
279,89
279,90
279,91
279,92
279,94
279,95
279,96
280,22
280,23
280,24
280,25
280,26
280,27
280,28
280,29
280,30
280,31
280,32
280,33
280,34
280,72
280,73
280,74
280,78
280,79
280,80
280,81
280,82
280,83
280,84
280,85
280,86
280,87
280,88
280,89
280,90
280,91
280,92
281,22
281,23
281,24
281,72
281,73
281,74
281,75
281,76
281,77
282,2
282,3
282,4
282,47
282,48
282,49
282,50
282,51
282,52
282,72
282,73
282,74
282,75
282,76
282,77
282,94
282,95
282,96
283,2
283,3
283,4
283,16
283,17
283,18
283,22
283,23
283,24
283,25
283,26
283,27
283,28
283,29
283,30
283,31
283,32
283,33
283,34
283,35
283,36
283,37
283,38
283,39
283,47
283,48
283,49
283,50
283,51
283,52
283,72
283,73
283,74
283,75
283,76
283,77
283,94
283,95
283,96
284,16
284,17
284,18
284,22
284,23
284,24
284,25
284,26
284,27
284,28
284,29
284,30
284,31
284,32
284,33
284,34
284,35
284,36
284,37
284,38
284,39
284,46
284,47
284,48
284,75
284,76
284,77
284,78
284,79
284,80
284,81
284,82
284,83
284,84
284,85
284,86
284,87
284,88
284,89
284,90
284,91
284,92
284,93
284,94
284,95
285,22
285,23
285,24
285,25
285,26
285,27
285,28
285,29
285,30
285,31
285,32
285,33
285,34
285,35
285,36
285,37
285,38
285,39
285,46
285,47
285,48
285,78
285,79
285,80
285,81
285,82
285,83
285,84
285,85
285,86
285,87
285,88
285,89
285,90
285,91
285,92
285,93
285,94
285,95
286,22
286,23
286,24
286,52
286,53
286,54
286,78
286,79
286,80
286,81
286,82
286,83
286,84
286,85
286,86
286,87
286,88
286,89
286,90
286,91
286,92
286,96
286,97
286,98
287,52
287,53
287,54
287,96
287,97
287,98
288,2
288,3
288,4
288,16
288,17
288,18
288,19
288,20
288,21
288,57
288,58
288,59
288,60
288,61
288,62
288,63
288,64
288,65
288,66
288,67
288,68
288,69
288,70
288,71
288,94
288,95
288,96
289,2
289,3
289,4
289,16
289,17
289,18
289,19
289,20
289,21
289,57
289,58
289,59
289,60
289,61
289,62
289,63
289,64
289,65
289,66
289,67
289,68
289,69
289,70
289,71
289,94
289,95
289,96
290,22
290,23
290,24
290,57
290,58
290,59
290,60
290,61
290,62
290,63
290,64
290,65
290,66
290,67
290,68
290,69
290,70
290,71
290,72
290,73
290,74
291,22
291,23
291,24
291,72
291,73
291,74
292,2
292,3
292,4
292,47
292,48
292,49
292,50
292,51
292,52
292,72
292,73
292,74
292,94
292,95
292,96
293,2
293,3
293,4
293,16
293,17
293,18
293,22
293,23
293,24
293,47
293,48
293,49
293,50
293,51
293,52
293,62
293,63
293,64
293,65
293,66
